Mod:Item:MetaData, Localized Name
tconstruct:hand_guard:0, Starmetal Hand Guard
tconstruct:hand_guard:0, Crystal Matrix Hand Guard
tconstruct:hand_guard:0, Neutronium Hand Guard
tconstruct:hand_guard:0, Infinity Hand Guard
tconstruct:hand_guard:0, Bound Hand Guard
tconstruct:hand_guard:0, Sentient Hand Guard
tconstruct:hand_guard:0, Livingrock Hand Guard
tconstruct:hand_guard:0, Livingwood Hand Guard
tconstruct:hand_guard:0, Dreamwood Hand Guard
tconstruct:hand_guard:0, Manasteel Hand Guard
tconstruct:hand_guard:0, Terrasteel Hand Guard
tconstruct:hand_guard:0, Elementium Hand Guard
tconstruct:hand_guard:0, Draconium Hand Guard
tconstruct:hand_guard:0, Wyvern Hand Guard
tconstruct:hand_guard:0, Draconic Hand Guard
tconstruct:hand_guard:0, Chaotic Hand Guard
tconstruct:hand_guard:0, Litherite Hand Guard
tconstruct:hand_guard:0, Erodium Hand Guard
tconstruct:hand_guard:0, Kyronite Hand Guard
tconstruct:hand_guard:0, Pladium Hand Guard
tconstruct:hand_guard:0, Ionite Hand Guard
tconstruct:hand_guard:0, Aethium Hand Guard
tconstruct:hand_guard:0, Lonsdaleite Hand Guard
tconstruct:hand_guard:0, Mica Hand Guard
tconstruct:hand_guard:0, Apatite Hand Guard
tconstruct:hand_guard:0, Essence-Infused Hand Guard
tconstruct:hand_guard:0, Meaty Hand Guard
tconstruct:hand_guard:0, Slime Hand Guard
tconstruct:hand_guard:0, Pink Metal Hand Guard
tconstruct:hand_guard:0, Rubber Hand Guard
tconstruct:hand_guard:0, Advanced Alloy Hand Guard
tconstruct:hand_guard:0, Energium Hand Guard
tconstruct:hand_guard:0, Carbon Fiber Hand Guard
tconstruct:hand_guard:0, Iridium Hand Guard
tconstruct:hand_guard:0, UU-Metal Hand Guard
tconstruct:hand_guard:0, Osmium Hand Guard
tconstruct:hand_guard:0, Refined Obsidian Hand Guard
tconstruct:hand_guard:0, Refined Glowstone Hand Guard
tconstruct:hand_guard:0, HDPE Hand Guard
tconstruct:hand_guard:0, Ghostwood Hand Guard
tconstruct:hand_guard:0, Bloodwood Hand Guard
tconstruct:hand_guard:0, Darkwood Hand Guard
tconstruct:hand_guard:0, Fusewood Hand Guard
tconstruct:hand_guard:0, Dark Matter Hand Guard
tconstruct:hand_guard:0, Red Matter Hand Guard
tconstruct:hand_guard:0, Fluxed Electrum Hand Guard
tconstruct:hand_guard:0, Flux Crystal Hand Guard
tconstruct:hand_guard:0, Gelid Enderium Hand Guard
tconstruct:hand_guard:0, Gelid Gem Hand Guard
tconstruct:hand_guard:0, Thaumium Hand Guard
tconstruct:hand_guard:0, Void Metal Hand Guard
tconstruct:hand_guard:0, Primal Metal Hand Guard
tconstruct:hand_guard:0, Tin Hand Guard
tconstruct:hand_guard:0, Aluminium Hand Guard
tconstruct:hand_guard:0, Nickel Hand Guard
tconstruct:hand_guard:0, Platinum Hand Guard
tconstruct:hand_guard:0, Invar Hand Guard
tconstruct:hand_guard:0, Constantan Hand Guard
tconstruct:hand_guard:0, Lumium Hand Guard
tconstruct:hand_guard:0, Enderium Hand Guard
tconstruct:hand_guard:0, Electrical Hand Guard
tconstruct:hand_guard:0, Energetic Hand Guard
tconstruct:hand_guard:0, Vibrant Hand Guard
tconstruct:hand_guard:0, Red Hand Guard
tconstruct:hand_guard:0, Conductive Hand Guard
tconstruct:hand_guard:0, Pulsating Hand Guard
tconstruct:hand_guard:0, Dark Hand Guard
tconstruct:hand_guard:0, Souled Hand Guard
tconstruct:hand_guard:0, Hand Guard of the End
tconstruct:hand_guard:0, Fake-Iron Hand Guard
tconstruct:hand_guard:0, Steeleaf Hand Guard
tconstruct:hand_guard:0, Fiery Hand Guard
tconstruct:hand_guard:0, Knightly Hand Guard
tconstruct:hand_guard:0, Wooden Hand Guard
tconstruct:hand_guard:0, Stone Hand Guard
tconstruct:hand_guard:0, Flint Hand Guard
tconstruct:hand_guard:0, Cactus Hand Guard
tconstruct:hand_guard:0, Bone Hand Guard
tconstruct:hand_guard:0, Obsidian Hand Guard
tconstruct:hand_guard:0, Prismarine Hand Guard
tconstruct:hand_guard:0, End Hand Guard
tconstruct:hand_guard:0, Paper Hand Guard
tconstruct:hand_guard:0, Sponge Hand Guard
tconstruct:hand_guard:0, Firewood Hand Guard
tconstruct:hand_guard:0, Iron Hand Guard
tconstruct:hand_guard:0, Pig Iron Hand Guard
tconstruct:hand_guard:0, Knightslime Hand Guard
tconstruct:hand_guard:0, Slime Hand Guard
tconstruct:hand_guard:0, Slime Hand Guard
tconstruct:hand_guard:0, Magma Slime Hand Guard
tconstruct:hand_guard:0, Netherrack Hand Guard
tconstruct:hand_guard:0, Cobalt Hand Guard
tconstruct:hand_guard:0, Ardite Hand Guard
tconstruct:hand_guard:0, Manyullyn Hand Guard
tconstruct:hand_guard:0, Copper Hand Guard
tconstruct:hand_guard:0, Bronze Hand Guard
tconstruct:hand_guard:0, Lead Hand Guard
tconstruct:hand_guard:0, Silver Hand Guard
tconstruct:hand_guard:0, Electrum Hand Guard
tconstruct:hand_guard:0, Steel Hand Guard
tconstruct:hand_guard:0, Ferramic Hand Guard
tconstruct:hand_guard:0, Angelic Hand Guard
tconstruct:hand_guard:0, Duraluminum Hand Guard
tconstruct:hand_guard:0, Watertight Steel Hand Guard
tconstruct:hand_guard:0, High Heat Resistant Hand Guard
tconstruct:hand_guard:0, Erosion Resistant Hand Guard
tconstruct:hand_guard:0, Mushroomite Hand Guard
tconstruct:hand_guard:0, Electric Manyullyn Hand Guard
tconstruct:hand_guard:0, Honey Hand Guard
tconstruct:hand_guard:0, Elastic Fiber Hand Guard
tconstruct:hand_guard:0, Petrified Wood Hand Guard
tconstruct:hand_guard:0, Khnumite Hand Guard
tconstruct:hand_guard:0, Relic Hand Guard
tconstruct:hand_guard:0, Uranium Hand Guard
tconstruct:hand_guard:0, Glass Hand Guard
tconstruct:hand_guard:0, Soapy Hand Guard
tconstruct:hand_guard:0, Coppra Crystal Hand Guard
tconstruct:hand_guard:0, Nittin Crystal Hand Guard
tconstruct:hand_guard:0, Goold Crystal Hand Guard
tconstruct:hand_guard:0, Osgloridium Hand Guard
tconstruct:hand_guard:0, Arkenium Hand Guard
tconstruct:hand_guard:0, Black Bronze Hand Guard
tconstruct:hand_guard:0, Blood Infused Glitch Hand Guard
tconstruct:hand_guard:0, Magical Wooden Hand Guard
tconstruct:hand_guard:0, Evil Infused Hand Guard
tconstruct:hand_guard:0, Enchanted Hand Guard
tconstruct:hand_guard:0, Demonic Hand Guard
tconstruct:hand_guard:0, Molten Meat Hand Guard
tconstruct:hand_guard:0, Vespa Carapace Hand Guard
tconstruct:hand_guard:0, Scythe Claw Hand Guard
tconstruct:hand_guard:0, Ectoplasm Hand Guard
tconstruct:hand_guard:0, Treated Wood Hand Guard
tconstruct:hand_guard:0, Prosperity Shard Hand Guard
tconstruct:hand_guard:0, Soulium Hand Guard
tconstruct:hand_guard:0, Base Essence Hand Guard
tconstruct:hand_guard:0, Inferium Hand Guard
tconstruct:hand_guard:0, Prudentium Hand Guard
tconstruct:hand_guard:0, Intermedium Hand Guard
tconstruct:hand_guard:0, Superium Hand Guard
tconstruct:hand_guard:0, Supremium Hand Guard
tconstruct:hand_guard:0, Tiberium Hand Guard
tconstruct:hand_guard:0, Aurorium Hand Guard
tconstruct:hand_guard:0, Prometheum Hand Guard
tconstruct:hand_guard:0, Duranite Hand Guard
tconstruct:hand_guard:0, Valyrium Hand Guard
tconstruct:hand_guard:0, Vibranium Hand Guard
tconstruct:hand_guard:0, Terrax Hand Guard
tconstruct:hand_guard:0, Palladium Hand Guard
tconstruct:hand_guard:0, Uru Hand Guard
tconstruct:hand_guard:0, Eezo Hand Guard
tconstruct:hand_guard:0, Basalt Hand Guard
tconstruct:hand_guard:0, Triberium Hand Guard
tconstruct:hand_guard:0, Fractum Hand Guard
tconstruct:hand_guard:0, Violium Hand Guard
tconstruct:hand_guard:0, Proxii Hand Guard
tconstruct:hand_guard:0, Tritonite Hand Guard
tconstruct:hand_guard:0, Ignitz Hand Guard
tconstruct:hand_guard:0, Imperomite Hand Guard
tconstruct:hand_guard:0, Solarium Hand Guard
tconstruct:hand_guard:0, Nihilite Hand Guard
tconstruct:hand_guard:0, Adamant Hand Guard
tconstruct:hand_guard:0, Dyonite Hand Guard
tconstruct:hand_guard:0, Nucleum Hand Guard
tconstruct:hand_guard:0, Lumix Hand Guard
tconstruct:hand_guard:0, Seismum Hand Guard
tconstruct:hand_guard:0, Astrium Hand Guard
tconstruct:hand_guard:0, Niob Hand Guard
tconstruct:hand_guard:0, Yrdeen Hand Guard
tconstruct:hand_guard:0, Meteorite Hand Guard
tconstruct:hand_guard:0, Obsidiorite Hand Guard
tconstruct:hand_guard:0, Mithril Hand Guard
tconstruct:hand_guard:0, Signalum Hand Guard
tconstruct:hand_guard:0, Brass Hand Guard
tconstruct:hand_guard:0, Zinc Hand Guard
tconstruct:hand_guard:0, Gaia Spirit Hand Guard
tconstruct:hand_guard:0, Yellorium Hand Guard
tconstruct:hand_guard:0, Cyanite Hand Guard
tconstruct:hand_guard:0, Blutonium Hand Guard
tconstruct:hand_guard:0, Ludicrite Hand Guard
tconstruct:hand_guard:0, Quartz Enriched Iron Hand Guard
tconstruct:hand_guard:0, Wyvern Draconium Hand Guard
tconstruct:hand_guard:0, Awakened Draconium Hand Guard
tconstruct:hand_guard:0, Chaotic Draconium Hand Guard
tconstruct:hand_guard:0, Ebony Psimetal Hand Guard
tconstruct:hand_guard:0, Fluxed Electrum Hand Guard
tconstruct:hand_guard:0, Tungsten Hand Guard
tconstruct:hand_guard:0, Titanium Hand Guard
tconstruct:hand_guard:0, Advanced Alloy Hand Guard
tconstruct:hand_guard:0, Ruby Hand Guard
tconstruct:hand_guard:0, Sapphire Hand Guard
tconstruct:hand_guard:0, Peridot Hand Guard
tconstruct:hand_guard:0, Certus Quartz Hand Guard
tconstruct:hand_guard:0, Alumite Hand Guard
tconstruct:hand_guard:0, Jade Hand Guard
tconstruct:hand_guard:0, Malachite Hand Guard
tconstruct:hand_guard:0, Topaz Hand Guard
tconstruct:hand_guard:0, Tanzanite Hand Guard
tconstruct:hand_guard:0, Amethyst Hand Guard
tconstruct:hand_guard:0, Osgloglas Hand Guard
tconstruct:hand_guard:0, Osmiridium Hand Guard
tconstruct:hand_guard:0, Signalum Hand Guard
tconstruct:hand_guard:0, Zracohlium Hand Guard
tconstruct:hand_guard:0, Fusionite Hand Guard
tconstruct:hand_guard:0, Valasium Hand Guard
tconstruct:hand_guard:0, Void Spar Hand Guard
tconstruct:hand_guard:0, Enderal Hand Guard
tconstruct:hand_guard:0, Irradium Hand Guard
tconstruct:hand_guard:0, Solsteel Hand Guard
tconstruct:hand_guard:0, Gallium Hand Guard
tconstruct:hand_guard:0, Enderexamite Hand Guard
tconstruct:hand_guard:0, Garstone Hand Guard
tconstruct:hand_guard:0, Runesteel Hand Guard
tconstruct:hand_guard:0, Gravitonium Hand Guard
tconstruct:hand_guard:0, Trichromadentium Hand Guard
tconstruct:hand_guard:0, Bloodstone Hand Guard
tconstruct:hand_guard:0, Echostone Hand Guard
tconstruct:hand_guard:0, Igniglomerate Hand Guard
tconstruct:hand_guard:0, Atronium Hand Guard
tconstruct:hand_guard:0, Ebonite Hand Guard
tconstruct:hand_guard:0, Erythynite Hand Guard
tconstruct:hand_guard:0, Shadowglass Hand Guard
tconstruct:hand_guard:0, Etherstone Hand Guard
tconstruct:hand_guard:0, Electarite Hand Guard
tconstruct:hand_guard:0, Hallowsite Hand Guard
tconstruct:hand_guard:0, Blightsteel Hand Guard
tconstruct:hand_guard:0, Sanguiseelium Hand Guard
tconstruct:hand_guard:0, Ioximite Hand Guard
tconstruct:hand_guard:0, Nahuatl Hand Guard
tconstruct:hand_guard:0, Slimewood Hand Guard
tconstruct:hand_guard:0, Seared Stone Hand Guard
tconstruct:hand_guard:0, Ironwood Hand Guard
tconstruct:hand_guard:0, Penguinite Hand Guard
tconstruct:hand_guard:0, Ferroherb Hand Guard
tconstruct:hand_guard:0, Skyroot Hand Guard
tconstruct:hand_guard:0, Holystone Hand Guard
tconstruct:hand_guard:0, Zanite Hand Guard
tconstruct:hand_guard:0, Gravitite Hand Guard
tconstruct:hand_guard:0, Valkyrie Metal Hand Guard
tconstruct:hand_guard:0, Amberwood Hand Guard
tconstruct:hand_guard:0, Skyroot Hand Guard
tconstruct:hand_guard:0, Holystone Hand Guard
tconstruct:hand_guard:0, Zanite Hand Guard
tconstruct:hand_guard:0, Gravitite Hand Guard
tconstruct:hand_guard:0, Golden Amber Hand Guard
tconstruct:hand_guard:0, Valkyrie Hand Guard
tconstruct:hand_guard:0, Swet Hand Guard
tconstruct:hand_guard:0, Candy Cane Hand Guard
tconstruct:hand_guard:0, Cold Aercloud Hand Guard
tconstruct:hand_guard:0, Blue Aercloud Hand Guard
tconstruct:hand_guard:0, Golden Aercloud Hand Guard
tconstruct:hand_guard:0, Icestone Hand Guard
tconstruct:hand_guard:0, Blood Bronze Hand Guard
tconstruct:hand_guard:0, Mirion Hand Guard
tconstruct:hand_guard:0, Emerald Hand Guard
tconstruct:cross_guard:0, Black Quartz Cross Guard
tconstruct:cross_guard:0, Restonia Crystal Cross Guard
tconstruct:cross_guard:0, Palis Crystal Cross Guard
tconstruct:cross_guard:0, Diamatine Crystal Cross Guard
tconstruct:cross_guard:0, Void Crystal Cross Guard
tconstruct:cross_guard:0, Emeradic Crystal Cross Guard
tconstruct:cross_guard:0, Enori Crystal Cross Guard
tconstruct:cross_guard:0, Sunnarium Cross Guard
tconstruct:cross_guard:0, Sky Stone Cross Guard
tconstruct:cross_guard:0, Certus Quartz Cross Guard
tconstruct:cross_guard:0, Fluix Cross Guard
tconstruct:cross_guard:0, Fluix Steel Cross Guard
tconstruct:cross_guard:0, Aquamarine Cross Guard
tconstruct:cross_guard:0, Starmetal Cross Guard
tconstruct:cross_guard:0, Crystal Matrix Cross Guard
tconstruct:cross_guard:0, Neutronium Cross Guard
tconstruct:cross_guard:0, Infinity Cross Guard
tconstruct:cross_guard:0, Bound Cross Guard
tconstruct:cross_guard:0, Sentient Cross Guard
tconstruct:cross_guard:0, Livingrock Cross Guard
tconstruct:cross_guard:0, Livingwood Cross Guard
tconstruct:cross_guard:0, Dreamwood Cross Guard
tconstruct:cross_guard:0, Manasteel Cross Guard
tconstruct:cross_guard:0, Terrasteel Cross Guard
tconstruct:cross_guard:0, Elementium Cross Guard
tconstruct:cross_guard:0, Draconium Cross Guard
tconstruct:cross_guard:0, Wyvern Cross Guard
tconstruct:cross_guard:0, Draconic Cross Guard
tconstruct:cross_guard:0, Chaotic Cross Guard
tconstruct:cross_guard:0, Litherite Cross Guard
tconstruct:cross_guard:0, Erodium Cross Guard
tconstruct:cross_guard:0, Kyronite Cross Guard
tconstruct:cross_guard:0, Pladium Cross Guard
tconstruct:cross_guard:0, Ionite Cross Guard
tconstruct:cross_guard:0, Aethium Cross Guard
tconstruct:cross_guard:0, Lonsdaleite Cross Guard
tconstruct:cross_guard:0, Mica Cross Guard
tconstruct:cross_guard:0, Apatite Cross Guard
tconstruct:cross_guard:0, Essence-Infused Cross Guard
tconstruct:cross_guard:0, Meaty Cross Guard
tconstruct:cross_guard:0, Slime Cross Guard
tconstruct:cross_guard:0, Pink Metal Cross Guard
tconstruct:cross_guard:0, Rubber Cross Guard
tconstruct:cross_guard:0, Advanced Alloy Cross Guard
tconstruct:cross_guard:0, Energium Cross Guard
tconstruct:cross_guard:0, Carbon Fiber Cross Guard
tconstruct:cross_guard:0, Iridium Cross Guard
tconstruct:cross_guard:0, UU-Metal Cross Guard
tconstruct:cross_guard:0, Osmium Cross Guard
tconstruct:cross_guard:0, Refined Obsidian Cross Guard
tconstruct:cross_guard:0, Refined Glowstone Cross Guard
tconstruct:cross_guard:0, HDPE Cross Guard
tconstruct:cross_guard:0, Ghostwood Cross Guard
tconstruct:cross_guard:0, Bloodwood Cross Guard
tconstruct:cross_guard:0, Darkwood Cross Guard
tconstruct:cross_guard:0, Fusewood Cross Guard
tconstruct:cross_guard:0, Dark Matter Cross Guard
tconstruct:cross_guard:0, Red Matter Cross Guard
tconstruct:cross_guard:0, Fluxed Electrum Cross Guard
tconstruct:cross_guard:0, Flux Crystal Cross Guard
tconstruct:cross_guard:0, Gelid Enderium Cross Guard
tconstruct:cross_guard:0, Gelid Gem Cross Guard
tconstruct:cross_guard:0, Thaumium Cross Guard
tconstruct:cross_guard:0, Void Metal Cross Guard
tconstruct:cross_guard:0, Primal Metal Cross Guard
tconstruct:cross_guard:0, Tin Cross Guard
tconstruct:cross_guard:0, Aluminium Cross Guard
tconstruct:cross_guard:0, Nickel Cross Guard
tconstruct:cross_guard:0, Platinum Cross Guard
tconstruct:cross_guard:0, Invar Cross Guard
tconstruct:cross_guard:0, Constantan Cross Guard
tconstruct:cross_guard:0, Lumium Cross Guard
tconstruct:cross_guard:0, Enderium Cross Guard
tconstruct:cross_guard:0, Electrical Cross Guard
tconstruct:cross_guard:0, Energetic Cross Guard
tconstruct:cross_guard:0, Vibrant Cross Guard
tconstruct:cross_guard:0, Red Cross Guard
tconstruct:cross_guard:0, Conductive Cross Guard
tconstruct:cross_guard:0, Pulsating Cross Guard
tconstruct:cross_guard:0, Dark Cross Guard
tconstruct:cross_guard:0, Souled Cross Guard
tconstruct:cross_guard:0, Cross Guard of the End
tconstruct:cross_guard:0, Fake-Iron Cross Guard
tconstruct:cross_guard:0, Steeleaf Cross Guard
tconstruct:cross_guard:0, Fiery Cross Guard
tconstruct:cross_guard:0, Knightly Cross Guard
tconstruct:cross_guard:0, Wooden Cross Guard
tconstruct:cross_guard:0, Stone Cross Guard
tconstruct:cross_guard:0, Flint Cross Guard
tconstruct:cross_guard:0, Cactus Cross Guard
tconstruct:cross_guard:0, Bone Cross Guard
tconstruct:cross_guard:0, Obsidian Cross Guard
tconstruct:cross_guard:0, Prismarine Cross Guard
tconstruct:cross_guard:0, End Cross Guard
tconstruct:cross_guard:0, Paper Cross Guard
tconstruct:cross_guard:0, Sponge Cross Guard
tconstruct:cross_guard:0, Firewood Cross Guard
tconstruct:cross_guard:0, Iron Cross Guard
tconstruct:cross_guard:0, Pig Iron Cross Guard
tconstruct:cross_guard:0, Knightslime Cross Guard
tconstruct:cross_guard:0, Slime Cross Guard
tconstruct:cross_guard:0, Slime Cross Guard
tconstruct:cross_guard:0, Magma Slime Cross Guard
tconstruct:cross_guard:0, Netherrack Cross Guard
tconstruct:cross_guard:0, Cobalt Cross Guard
tconstruct:cross_guard:0, Ardite Cross Guard
tconstruct:cross_guard:0, Manyullyn Cross Guard
tconstruct:cross_guard:0, Copper Cross Guard
tconstruct:cross_guard:0, Bronze Cross Guard
tconstruct:cross_guard:0, Lead Cross Guard
tconstruct:cross_guard:0, Silver Cross Guard
tconstruct:cross_guard:0, Electrum Cross Guard
tconstruct:cross_guard:0, Steel Cross Guard
tconstruct:cross_guard:0, Ferramic Cross Guard
tconstruct:cross_guard:0, Angelic Cross Guard
tconstruct:cross_guard:0, Duraluminum Cross Guard
tconstruct:cross_guard:0, Watertight Steel Cross Guard
tconstruct:cross_guard:0, High Heat Resistant Cross Guard
tconstruct:cross_guard:0, Erosion Resistant Cross Guard
tconstruct:cross_guard:0, Mushroomite Cross Guard
tconstruct:cross_guard:0, Electric Manyullyn Cross Guard
tconstruct:cross_guard:0, Honey Cross Guard
tconstruct:cross_guard:0, Elastic Fiber Cross Guard
tconstruct:cross_guard:0, Petrified Wood Cross Guard
tconstruct:cross_guard:0, Khnumite Cross Guard
tconstruct:cross_guard:0, Relic Cross Guard
tconstruct:cross_guard:0, Uranium Cross Guard
tconstruct:cross_guard:0, Glass Cross Guard
tconstruct:cross_guard:0, Soapy Cross Guard
tconstruct:cross_guard:0, Coppra Crystal Cross Guard
tconstruct:cross_guard:0, Nittin Crystal Cross Guard
tconstruct:cross_guard:0, Goold Crystal Cross Guard
tconstruct:cross_guard:0, Osgloridium Cross Guard
tconstruct:cross_guard:0, Arkenium Cross Guard
tconstruct:cross_guard:0, Black Bronze Cross Guard
tconstruct:cross_guard:0, Blood Infused Glitch Cross Guard
tconstruct:cross_guard:0, Magical Wooden Cross Guard
tconstruct:cross_guard:0, Evil Infused Cross Guard
tconstruct:cross_guard:0, Enchanted Cross Guard
tconstruct:cross_guard:0, Demonic Cross Guard
tconstruct:cross_guard:0, Molten Meat Cross Guard
tconstruct:cross_guard:0, Vespa Carapace Cross Guard
tconstruct:cross_guard:0, Scythe Claw Cross Guard
tconstruct:cross_guard:0, Ectoplasm Cross Guard
tconstruct:cross_guard:0, Treated Wood Cross Guard
tconstruct:cross_guard:0, Prosperity Shard Cross Guard
tconstruct:cross_guard:0, Soulium Cross Guard
tconstruct:cross_guard:0, Base Essence Cross Guard
tconstruct:cross_guard:0, Inferium Cross Guard
tconstruct:cross_guard:0, Prudentium Cross Guard
